record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted,mapped_shelf_life,life_ratio,mapped_ideal_temp,temp_diff
71973,SEA_TIL_797,Tilapia,Seafood,STORE_001,Northeast,SUPPLIER_12,2023-09-06,2023-09-10,4,4,0.5,0.5,35.24,16.45,397,0.95,2,0,9,146,0.42,0,46.0,8,5,0.211,1,B,1,1,0.26,26.08,235,162,40.8,6128.8,2664.9,-401.85,-6.6,6,0,4.5,0.2222222222222222,0.0,0.5
71974,BAK_BRE_302,Bread,Bakery,STORE_010,West,SUPPLIER_04,2023-06-25,2023-06-30,7,5,18.7,1.3,2.51,1.03,13,0.5,6,1,6,1,0.49,2,50.3,7,8,0.189,0,B,2,1,0.26,1.86,3,10,76.9,5.58,10.3,-7.81,-140.0,9,0,4.5,0.4444444444444444,20.0,-1.3000000000000007
71978,PRO_APP_492,Apples,Produce,STORE_009,Northeast,SUPPLIER_05,2023-05-03,2023-05-13,12,10,7.2,0.8,4.41,2.67,115,0.6,2,0,5,12,0.12,0,23.3,4,10,0.151,0,B,9,0,0.0,4.41,88,27,23.5,388.08,72.09,81.03,20.9,10,0,12.0,0.75,8.0,-0.7999999999999998
71979,FRO_FRO_614,Frozen Dinners,Frozen_Meals,STORE_041,Midwest,SUPPLIER_20,2023-05-20,2023-07-16,67,57,-17.8,2.2,16.08,8.59,265,0.3,5,1,5,4,0.43,1,48.5,10,10,0.104,0,A,54,0,0.0,16.08,243,22,8.3,3907.44,188.98,1631.09,41.7,9,0,212.3,0.25435704192180875,-20.0,2.1999999999999993
71981,BAK_CAK_788,Cakes,Bakery,STORE_003,Midwest,SUPPLIER_15,2023-11-23,2023-11-28,5,5,19.3,0.7,5.88,2.52,374,0.5,3,0,11,154,0.1,1,65.9,6,7,0.203,0,B,2,1,0.29,4.17,374,0,0.0,1559.58,0.0,617.1,39.6,6,0,4.5,0.4444444444444444,20.0,-0.6999999999999993
71983,DAI_MIL_921,Milk,Dairy,STORE_036,Northeast,SUPPLIER_04,2023-11-12,2023-12-04,23,22,3.0,1.0,5.13,2.63,230,0.7,6,1,11,16,0.37,0,45.2,10,6,0.18,0,A,22,0,0.0,5.13,230,0,0.0,1179.9,0.0,575.0,48.7,9,0,17.5,1.2571428571428571,4.0,-1.0
71984,DEL_TUR_430,Turkey Slices,Deli,STORE_014,Northeast,SUPPLIER_20,2024-03-23,2024-04-01,12,9,3.7,0.3,17.73,9.99,406,0.75,5,1,3,74,0.39,0,57.0,10,8,0.162,0,A,7,0,0.0,17.73,406,0,0.0,7198.38,0.0,3142.44,43.7,9,1,8.5,0.8235294117647058,4.0,-0.2999999999999998
71985,DEL_PRE_387,Prepared Salads,Deli,STORE_037,Northeast,SUPPLIER_01,2024-01-14,2024-01-26,13,12,2.9,1.1,8.99,4.63,365,0.75,6,1,1,45,0.22,0,27.1,7,5,0.224,0,B,9,0,0.0,8.99,365,0,0.0,3281.35,0.0,1591.4,48.5,7,0,8.5,1.0588235294117647,4.0,-1.1
71987,BAK_CRO_202,Croissants,Bakery,STORE_015,Southeast,SUPPLIER_05,2023-02-15,2023-02-20,5,5,18.7,1.3,14.13,7.54,477,0.5,2,0,2,123,0.35,2,11.4,6,7,0.171,0,B,2,1,0.27,10.31,372,105,22.0,3835.32,791.7,238.74,6.2,10,0,4.5,0.4444444444444444,20.0,-1.3000000000000007
71989,PRO_APP_892,Apples,Produce,STORE_027,Midwest,SUPPLIER_20,2023-12-01,2023-12-06,5,5,6.1,1.9,3.57,1.7,211,0.6,4,0,12,68,0.24,0,57.1,4,5,0.272,1,C,5,1,0.25,2.68,147,64,30.3,393.96,108.8,35.26,9.0,9,0,12.0,0.4166666666666667,8.0,-1.9000000000000004
71990,BEV_FRE_850,Fresh Juice,Beverages,STORE_020,West,SUPPLIER_03,2024-07-15,2024-07-30,15,15,1.7,3.3,7.68,4.28,218,0.4,0,0,7,26,0.1,3,29.8,5,5,0.247,1,C,13,1,0.18,6.3,152,66,30.3,957.6,282.48,24.56,2.6,9,0,18.5,0.7027027027027027,5.0,-3.3
71991,MEA_CHI_734,Chicken,Meat,STORE_025,Southwest,SUPPLIER_04,2023-09-19,2023-09-23,5,4,-2.6,3.6,10.89,7.27,330,0.9,1,0,9,92,0.4,2,20.8,5,6,0.286,1,C,3,1,0.19,8.82,230,100,30.3,2028.6,727.0,-370.5,-18.3,9,0,6.5,0.46153846153846156,1.0,-3.6
71992,PHA_ANT_277,Antibiotics,Pharmaceuticals,STORE_006,Southeast,SUPPLIER_12,2024-01-19,2025-01-01,359,348,3.9,1.1,118.22,67.85,229,0.85,4,0,1,3,0.22,0,9.8,9,5,0.189,0,B,347,0,0.0,118.22,229,0,0.0,27072.38,0.0,11534.73,42.6,6,0,381.6,0.9093291404612158,5.0,-1.1
71993,BEV_MIL_220,Milk Alternatives,Beverages,STORE_031,Midwest,SUPPLIER_18,2024-05-08,2024-05-28,20,20,3.4,1.6,4.71,2.21,417,0.4,2,0,5,22,0.22,0,36.8,6,8,0.168,0,B,17,0,0.0,4.71,277,140,33.6,1304.67,309.4,383.1,29.4,8,0,18.5,0.918918918918919,5.0,-1.6
71994,REA_SAL_128,Salads,Ready_to_Eat,STORE_026,West,SUPPLIER_15,2023-02-10,2023-02-12,3,2,2.3,1.7,17.29,10.19,247,0.9,4,0,2,137,0.13,0,29.6,10,9,0.166,0,A,1,1,0.26,12.79,231,16,6.5,2954.49,163.04,437.56,14.8,6,0,3.0,0.3333333333333333,4.0,-1.7000000000000002
71995,DAI_SOU_718,Sour Cream,Dairy,STORE_001,Northeast,SUPPLIER_18,2023-11-17,2023-12-02,16,15,6.0,2.0,2.79,1.35,66,0.7,4,0,11,5,0.4,2,44.8,7,6,0.226,1,B,13,0,0.0,2.79,46,20,30.3,128.34,27.0,39.24,30.6,8,0,17.5,0.7428571428571429,4.0,2.0
71996,BAK_CAK_920,Cakes,Bakery,STORE_001,Northeast,SUPPLIER_12,2024-11-22,2024-11-27,7,5,18.5,1.5,12.18,5.16,96,0.5,4,0,11,20,0.45,0,71.9,7,5,0.266,0,B,2,1,0.19,9.87,61,35,36.5,602.07,180.6,106.71,17.7,6,0,4.5,0.4444444444444444,20.0,-1.5
71997,PHA_BIO_227,Biologics,Pharmaceuticals,STORE_033,Southeast,SUPPLIER_04,2024-08-04,2025-01-01,170,150,1.1,3.9,238.55,146.53,59,0.85,6,1,8,2,0.22,1,71.6,4,9,0.261,0,B,147,0,0.0,238.55,59,0,0.0,14074.45,0.0,5429.18,38.6,9,0,381.6,0.3852201257861635,5.0,-3.9
71998,REA_SAN_990,Sandwiches,Ready_to_Eat,STORE_037,Northeast,SUPPLIER_08,2024-01-12,2024-01-15,3,3,5.1,1.1,11.24,5.81,50,0.9,4,0,1,23,0.27,0,67.3,6,10,0.157,0,A,2,0,0.0,11.24,50,0,0.0,562.0,0.0,271.5,48.3,9,0,3.0,0.6666666666666666,4.0,1.0999999999999996
71999,SEA_TIL_481,Tilapia,Seafood,STORE_039,Northeast,SUPPLIER_13,2024-08-21,2024-08-25,6,4,2.7,2.7,21.04,9.74,55,0.95,2,0,8,11,0.16,1,33.7,8,6,0.272,0,B,4,0,0.0,21.04,45,10,18.2,946.8,97.4,411.1,43.4,10,1,4.5,0.8888888888888888,0.0,2.7
72000,DAI_BUT_960,Butter,Dairy,STORE_036,Northeast,SUPPLIER_05,2023-05-28,2023-06-17,24,20,4.9,0.9,8.78,4.3,408,0.7,6,1,5,20,0.15,0,50.8,6,8,0.195,0,B,17,0,0.0,8.78,289,119,29.2,2537.42,511.7,783.02,30.9,10,0,17.5,0.9714285714285714,4.0,0.9000000000000004
72002,DEL_TUR_533,Turkey Slices,Deli,STORE_038,Southwest,SUPPLIER_09,2023-02-25,2023-02-28,4,3,4.3,0.3,13.04,8.02,322,0.75,5,1,2,162,0.2,0,70.9,8,10,0.152,0,A,3,0,0.0,13.04,322,0,0.0,4198.88,0.0,1616.44,38.5,8,0,8.5,0.35294117647058826,4.0,0.2999999999999998
72004,BAK_MUF_471,Muffins,Bakery,STORE_027,Midwest,SUPPLIER_17,2024-10-26,2024-10-28,3,2,18.1,1.9,14.71,7.99,407,0.5,5,1,10,260,0.29,1,24.0,8,7,0.191,0,B,0,1,0.49,7.5,407,0,0.0,3052.5,0.0,-199.43,-6.5,9,0,4.5,0.0,20.0,-1.8999999999999986
72005,MEA_TUR_412,Turkey,Meat,STORE_017,West,SUPPLIER_06,2024-03-15,2024-03-21,7,6,0.6,0.4,22.85,9.29,276,0.9,4,0,3,66,0.22,0,20.6,5,9,0.161,1,B,6,0,0.0,22.85,193,83,30.1,4410.05,771.07,1846.01,41.9,8,0,6.5,0.9230769230769231,1.0,-0.4
72006,BEV_MIL_986,Milk Alternatives,Beverages,STORE_015,Southeast,SUPPLIER_04,2024-07-16,2024-07-28,14,12,4.9,0.1,3.06,1.71,316,0.4,1,0,7,57,0.4,0,23.1,8,6,0.175,0,B,12,0,0.0,3.06,316,0,0.0,966.96,0.0,426.6,44.1,9,0,18.5,0.6486486486486487,5.0,-0.09999999999999964
72007,BAK_CRO_960,Croissants,Bakery,STORE_030,Southwest,SUPPLIER_03,2024-11-15,2024-11-20,6,5,19.6,0.4,12.83,6.91,48,0.5,4,0,11,10,0.5,0,29.5,5,9,0.157,0,B,3,0,0.0,12.83,31,17,35.4,397.73,117.47,66.05,16.6,9,0,4.5,0.6666666666666666,20.0,-0.3999999999999986
72008,PRO_BAN_218,Bananas,Produce,STORE_023,Southwest,SUPPLIER_14,2024-11-27,2024-12-01,5,4,11.3,3.3,2.01,0.99,480,0.6,2,0,11,130,0.11,3,70.8,8,5,0.277,0,B,3,0,0.0,2.01,297,183,38.1,596.97,181.17,121.77,20.4,6,0,12.0,0.25,8.0,3.3000000000000007
72009,BAK_PAS_946,Pastries,Bakery,STORE_046,West,SUPPLIER_20,2023-11-14,2023-11-17,4,3,20.1,0.1,12.03,6.91,316,0.5,1,0,11,169,0.43,0,24.1,8,5,0.206,0,B,0,1,0.49,6.14,316,0,0.0,1940.24,0.0,-243.32,-12.5,9,0,4.5,0.0,20.0,0.10000000000000142
72010,FRO_ICE_783,Ice Cream,Frozen_Meals,STORE_020,West,SUPPLIER_01,2023-12-24,2024-04-02,120,100,-18.1,1.9,17.42,10.89,290,0.3,6,1,12,2,0.49,0,8.9,4,9,0.155,0,B,99,0,0.0,17.42,167,123,42.4,2909.14,1339.47,-248.96,-8.6,7,0,212.3,0.46632124352331605,-20.0,1.8999999999999986
72011,FRO_FRO_967,Frozen Desserts,Frozen_Meals,STORE_002,Northeast,SUPPLIER_17,2024-03-19,2024-10-11,291,206,-15.5,4.5,7.48,3.22,293,0.3,1,0,3,0,0.44,4,15.3,7,8,0.171,0,B,203,0,0.0,7.48,0,293,100.0,0.0,943.46,-943.46,0.0,9,0,212.3,0.9561940650023552,-20.0,4.5
72012,DEL_SAL_809,Salami,Deli,STORE_038,Southwest,SUPPLIER_02,2023-06-23,2023-07-02,13,9,3.1,0.9,12.53,7.36,121,0.75,4,0,6,17,0.47,1,26.4,9,10,0.126,0,A,8,0,0.0,12.53,102,19,15.7,1278.06,139.84,387.5,30.3,7,0,8.5,0.9411764705882353,4.0,-0.8999999999999999
72013,REA_SOU_560,Soups,Ready_to_Eat,STORE_036,Northeast,SUPPLIER_16,2023-04-05,2023-04-06,1,1,4.3,0.3,10.7,5.3,241,0.9,2,0,4,398,0.2,0,31.6,8,10,0.097,0,A,0,1,0.47,5.67,241,0,0.0,1366.47,0.0,89.17,6.5,10,0,3.0,0.0,4.0,0.2999999999999998
72014,DEL_HUM_550,Hummus,Deli,STORE_040,Midwest,SUPPLIER_04,2023-04-03,2023-04-06,3,3,5.6,1.6,15.33,10.53,362,0.75,0,0,4,161,0.32,1,54.3,9,10,0.122,0,A,1,1,0.27,11.19,312,50,13.8,3491.28,526.5,-320.58,-9.2,9,0,8.5,0.11764705882352941,4.0,1.5999999999999996
72015,SEA_CRA_159,Crab,Seafood,STORE_002,Northeast,SUPPLIER_02,2024-09-10,2024-09-13,4,3,0.2,0.2,44.42,20.41,65,0.95,1,0,9,22,0.31,0,56.9,7,8,0.199,1,B,1,1,0.26,32.87,27,38,58.5,887.49,775.58,-439.16,-49.5,7,0,4.5,0.2222222222222222,0.0,0.2
72016,SEA_COD_627,Cod,Seafood,STORE_017,West,SUPPLIER_06,2024-02-26,2024-02-29,3,3,-0.6,0.6,8.54,5.4,121,0.95,0,0,2,57,0.18,0,67.3,10,5,0.208,0,B,2,0,0.0,8.54,121,0,0.0,1033.34,0.0,379.94,36.8,8,0,4.5,0.4444444444444444,0.0,-0.6
72019,REA_SAN_631,Sandwiches,Ready_to_Eat,STORE_035,Midwest,SUPPLIER_18,2024-10-07,2024-10-08,1,1,-0.2,4.2,6.4,4.2,369,0.9,0,0,10,454,0.14,3,6.6,4,5,0.29,1,C,0,1,0.75,1.6,258,111,30.1,412.8,466.2,-1137.0,-275.4,8,0,3.0,0.0,4.0,-4.2
72020,PHA_ANT_134,Antibiotics,Pharmaceuticals,STORE_011,Southwest,SUPPLIER_13,2023-05-30,2024-01-16,315,231,7.7,2.7,169.86,88.46,319,0.85,1,0,5,1,0.28,6,24.1,8,6,0.247,1,B,231,0,0.0,169.86,223,96,30.1,37878.78,8492.16,9660.04,25.5,10,0,381.6,0.6053459119496855,5.0,2.7
72022,SEA_TUN_250,Tuna,Seafood,STORE_037,Northeast,SUPPLIER_19,2023-10-27,2023-11-03,7,7,2.4,2.4,14.68,8.98,90,0.95,4,0,10,14,0.46,0,21.5,8,6,0.211,0,B,7,0,0.0,14.68,90,0,0.0,1321.2,0.0,513.0,38.8,10,0,4.5,1.5555555555555556,0.0,2.4
72023,DAI_SOU_423,Sour Cream,Dairy,STORE_010,West,SUPPLIER_18,2023-07-23,2023-08-10,24,18,5.5,1.5,11.18,5.32,191,0.7,6,1,7,13,0.4,0,24.5,4,9,0.194,0,B,18,0,0.0,11.18,191,0,0.0,2135.38,0.0,1119.26,52.4,8,0,17.5,1.0285714285714285,4.0,1.5
72025,PRO_LET_435,Lettuce,Produce,STORE_050,West,SUPPLIER_15,2023-10-08,2023-10-12,4,4,9.8,1.8,3.38,2.11,127,0.6,6,1,10,62,0.12,0,58.1,8,9,0.152,0,A,4,0,0.0,3.38,127,0,0.0,429.26,0.0,161.29,37.6,6,0,12.0,0.3333333333333333,8.0,1.8000000000000007
72026,DAI_COT_589,Cottage Cheese,Dairy,STORE_036,Northeast,SUPPLIER_17,2023-03-15,2023-03-29,17,14,5.2,1.2,7.89,4.7,314,0.7,2,0,3,28,0.31,0,24.3,6,6,0.222,0,B,13,0,0.0,7.89,314,0,0.0,2477.46,0.0,1001.66,40.4,9,0,17.5,0.7428571428571429,4.0,1.2000000000000002
72028,DAI_MIL_423,Milk,Dairy,STORE_001,Northeast,SUPPLIER_13,2024-11-04,2024-11-13,9,9,1.9,2.1,8.75,5.81,22,0.7,0,0,11,4,0.26,1,22.7,10,5,0.195,0,B,8,0,0.0,8.75,22,0,0.0,192.5,0.0,64.68,33.6,10,0,17.5,0.45714285714285713,4.0,-2.1
72030,SEA_LOB_824,Lobster,Seafood,STORE_034,Southeast,SUPPLIER_15,2023-04-18,2023-04-20,3,2,1.5,1.5,16.73,8.46,277,0.95,1,0,4,165,0.3,0,54.3,10,7,0.224,0,A,1,1,0.15,14.22,157,120,43.3,2232.54,1015.2,-110.88,-5.0,6,0,4.5,0.2222222222222222,0.0,1.5
72031,FRO_FRO_179,Frozen Desserts,Frozen_Meals,STORE_002,Northeast,SUPPLIER_10,2023-10-16,2024-01-23,132,99,-18.5,1.5,19.28,9.35,151,0.3,0,0,10,0,0.49,0,63.0,7,5,0.244,1,B,98,0,0.0,19.28,0,151,100.0,0.0,1411.85,-1411.85,0.0,8,0,212.3,0.46161092793217146,-20.0,1.5
72032,DAI_MIL_877,Milk,Dairy,STORE_017,West,SUPPLIER_18,2024-01-20,2024-01-31,11,11,3.9,0.1,6.66,4.21,321,0.7,5,1,1,75,0.35,1,15.0,8,5,0.182,0,B,11,0,0.0,6.66,321,0,0.0,2137.86,0.0,786.45,36.8,8,0,17.5,0.6285714285714286,4.0,-0.10000000000000009
72034,REA_WRA_573,Wraps,Ready_to_Eat,STORE_011,Southwest,SUPPLIER_09,2024-07-18,2024-07-20,3,2,1.7,2.3,6.47,2.77,106,0.9,3,0,7,35,0.1,0,48.2,6,6,0.29,1,B,0,1,0.62,2.46,74,32,30.2,182.04,88.64,-111.58,-61.3,8,0,3.0,0.0,4.0,-2.3
72035,DEL_HAM_301,Ham,Deli,STORE_004,Southeast,SUPPLIER_20,2024-12-11,2024-12-17,9,6,3.3,0.7,14.91,7.82,267,0.75,2,0,12,37,0.23,0,16.5,4,5,0.269,1,C,5,1,0.19,12.08,186,81,30.3,2246.88,633.42,158.94,7.1,9,0,8.5,0.5882352941176471,4.0,-0.7000000000000002
72036,REA_WRA_571,Wraps,Ready_to_Eat,STORE_021,Southeast,SUPPLIER_02,2023-12-14,2023-12-16,2,2,5.4,1.4,9.04,6.21,12,0.9,3,0,12,11,0.32,1,25.4,6,7,0.193,0,B,2,0,0.0,9.04,12,0,0.0,108.48,0.0,33.96,31.3,7,0,3.0,0.6666666666666666,4.0,1.4000000000000004
72037,DAI_YOG_422,Yogurt,Dairy,STORE_029,Southeast,SUPPLIER_17,2023-10-27,2023-11-10,16,14,8.5,4.5,9.99,6.46,369,0.7,4,0,10,41,0.26,4,58.3,7,7,0.257,1,B,13,0,0.0,9.99,258,111,30.1,2577.42,717.06,193.68,7.5,9,0,17.5,0.7428571428571429,4.0,4.5
72038,REA_SAN_923,Sandwiches,Ready_to_Eat,STORE_023,Southwest,SUPPLIER_12,2024-11-25,2024-11-25,1,0,4.0,0.0,14.27,8.23,442,0.9,0,0,11,651,0.43,0,66.2,9,6,0.321,0,B,0,1,0.52,6.85,442,0,0.0,3027.7,0.0,-609.96,-20.1,6,0,3.0,0.0,4.0,0.0
72040,PRO_TOM_851,Tomatoes,Produce,STORE_026,West,SUPPLIER_05,2024-10-09,2024-10-16,10,7,10.3,2.3,1.54,1.08,354,0.6,2,0,10,49,0.15,2,53.1,10,6,0.221,0,A,7,0,0.0,1.54,320,34,9.6,492.8,36.72,110.48,22.4,10,0,12.0,0.5833333333333334,8.0,2.3000000000000007
72041,BAK_PAS_137,Pastries,Bakery,STORE_043,Midwest,SUPPLIER_13,2023-02-23,2023-02-24,2,1,19.9,0.1,12.9,6.87,53,0.5,3,0,2,38,0.42,0,25.9,6,9,0.166,0,B,0,1,0.64,4.64,53,0,0.0,245.92,0.0,-118.19,-48.1,10,0,4.5,0.0,20.0,-0.10000000000000142
72043,REA_SUS_908,Sushi,Ready_to_Eat,STORE_049,Northeast,SUPPLIER_05,2023-04-13,2023-04-15,2,2,5.6,1.6,10.67,7.27,210,0.9,3,0,4,166,0.37,2,25.0,5,7,0.206,0,B,1,0,0.0,10.67,181,29,13.8,1931.27,210.83,404.57,20.9,10,0,3.0,0.3333333333333333,4.0,1.5999999999999996
72044,MEA_SAU_177,Sausages,Meat,STORE_010,West,SUPPLIER_09,2024-03-15,2024-03-18,3,3,3.2,2.2,23.76,15.18,16,0.9,4,0,3,5,0.3,0,46.8,4,10,0.182,0,B,1,1,0.17,19.72,7,9,56.2,138.04,136.62,-104.84,-75.9,8,0,6.5,0.15384615384615385,1.0,2.2
72045,REA_FRE_934,Fresh Pasta,Ready_to_Eat,STORE_012,Northeast,SUPPLIER_13,2023-05-09,2023-05-10,1,1,4.1,0.1,10.13,6.03,114,0.9,1,0,5,178,0.37,0,66.3,10,9,0.118,0,A,0,1,0.43,5.77,114,0,0.0,657.78,0.0,-29.64,-4.5,10,0,3.0,0.0,4.0,0.09999999999999964
72047,DEL_DIP_379,Dips,Deli,STORE_003,Midwest,SUPPLIER_20,2024-09-02,2024-09-07,7,5,4.4,0.4,12.02,6.54,327,0.75,0,0,9,49,0.35,0,39.6,6,10,0.156,0,A,4,0,0.0,12.02,191,136,41.6,2295.82,889.44,157.24,6.8,9,0,8.5,0.47058823529411764,4.0,0.40000000000000036
72049,REA_SAL_380,Salads,Ready_to_Eat,STORE_017,West,SUPPLIER_02,2023-11-26,2023-11-30,5,4,4.6,0.6,5.22,3.26,297,0.9,6,1,11,107,0.39,0,56.4,7,9,0.177,0,A,3,0,0.0,5.22,297,0,0.0,1550.34,0.0,582.12,37.5,7,1,3.0,1.0,4.0,0.5999999999999996
72050,BAK_PAS_256,Pastries,Bakery,STORE_002,Northeast,SUPPLIER_03,2023-04-20,2023-04-21,2,1,21.7,1.7,2.53,1.18,59,0.5,3,0,4,50,0.44,0,25.5,5,7,0.232,1,B,0,1,0.44,1.42,41,18,30.5,58.22,21.24,-11.4,-19.6,9,0,4.5,0.0,20.0,1.6999999999999993
72051,BAK_MUF_741,Muffins,Bakery,STORE_026,West,SUPPLIER_18,2023-09-25,2023-09-29,4,4,23.4,3.4,4.76,2.56,294,0.5,0,0,9,118,0.31,0,41.4,10,10,0.113,0,A,2,0,0.0,4.76,208,86,29.3,990.08,220.16,237.44,24.0,8,0,4.5,0.4444444444444444,20.0,3.3999999999999986
72055,DAI_MIL_257,Milk,Dairy,STORE_012,Northeast,SUPPLIER_10,2024-02-02,2024-02-12,14,10,6.9,2.9,9.53,5.63,362,0.7,4,0,2,38,0.31,4,15.4,6,10,0.171,0,A,7,0,0.0,9.53,207,155,42.8,1972.71,872.65,-65.35,-3.3,8,0,17.5,0.4,4.0,2.9000000000000004
72056,DEL_PRE_340,Prepared Salads,Deli,STORE_024,Southeast,SUPPLIER_17,2024-01-10,2024-01-18,9,8,2.2,1.8,5.33,2.95,28,0.75,2,0,1,4,0.32,0,24.3,9,6,0.196,0,B,5,0,0.0,5.33,18,10,35.7,95.94,29.5,13.34,13.9,9,0,8.5,0.5882352941176471,4.0,-1.7999999999999998
72058,FRO_FRO_363,Frozen Desserts,Frozen_Meals,STORE_046,West,SUPPLIER_07,2023-09-15,2023-12-18,101,94,-17.1,2.9,10.38,4.29,176,0.3,4,0,9,1,0.2,0,18.0,8,10,0.103,0,A,92,0,0.0,10.38,92,84,47.7,954.96,360.36,199.92,20.9,9,0,212.3,0.4333490343853038,-20.0,2.8999999999999986
72059,DEL_SAL_259,Salami,Deli,STORE_011,Southwest,SUPPLIER_14,2024-01-05,2024-01-16,11,11,4.1,0.1,13.38,8.33,486,0.75,4,0,1,79,0.42,0,7.6,9,10,0.067,0,A,11,0,0.0,13.38,486,0,0.0,6502.68,0.0,2454.3,37.7,6,0,8.5,1.2941176470588236,4.0,0.09999999999999964
72060,MEA_BEE_387,Beef,Meat,STORE_040,Midwest,SUPPLIER_12,2024-06-01,2024-06-06,6,5,-0.2,1.2,23.11,9.49,291,0.9,5,1,6,75,0.37,0,15.1,10,10,0.105,0,A,5,0,0.0,23.11,291,0,0.0,6725.01,0.0,3963.42,58.9,6,0,6.5,0.7692307692307693,1.0,-1.2
72061,FRO_FRO_537,Frozen Desserts,Frozen_Meals,STORE_020,West,SUPPLIER_04,2023-12-17,2024-09-24,313,282,-21.5,1.5,11.91,7.48,186,0.3,6,1,12,3,0.46,0,10.9,4,8,0.171,0,B,281,0,0.0,11.91,186,0,0.0,2215.26,0.0,823.98,37.2,9,0,212.3,1.3235986811116345,-20.0,-1.5
72062,PRO_TOM_524,Tomatoes,Produce,STORE_033,Southeast,SUPPLIER_19,2024-07-22,2024-07-30,10,8,13.3,5.3,5.03,2.75,269,0.6,0,0,7,49,0.23,2,12.2,10,7,0.2,0,A,7,0,0.0,5.03,269,0,0.0,1353.07,0.0,613.32,45.3,10,1,12.0,0.5833333333333334,8.0,5.300000000000001
72064,PRO_BER_490,Berries,Produce,STORE_016,Southeast,SUPPLIER_12,2024-06-17,2024-06-26,13,9,7.4,0.6,6.87,2.76,385,0.6,0,0,6,48,0.29,4,63.1,7,10,0.159,0,A,9,0,0.0,6.87,385,0,0.0,2644.95,0.0,1582.35,59.8,6,0,12.0,0.75,8.0,-0.5999999999999996
72065,BEV_KOM_926,Kombucha,Beverages,STORE_011,Southwest,SUPPLIER_02,2023-04-19,2023-05-01,16,12,7.9,2.9,4.61,2.25,352,0.4,2,0,4,21,0.33,1,61.3,4,10,0.191,0,B,11,0,0.0,4.61,280,72,20.5,1290.8,162.0,498.8,38.6,7,0,18.5,0.5945945945945946,5.0,2.9000000000000004
72066,BEV_SMO_192,Smoothies,Beverages,STORE_028,Northeast,SUPPLIER_10,2024-11-01,2024-11-20,28,19,4.8,0.2,9.19,4.58,178,0.4,4,0,11,7,0.44,0,12.8,9,6,0.17,0,B,16,0,0.0,9.19,138,40,22.5,1268.22,183.2,452.98,35.7,8,0,18.5,0.8648648648648649,5.0,-0.20000000000000018
72067,DEL_DIP_682,Dips,Deli,STORE_045,Southwest,SUPPLIER_19,2023-10-22,2023-10-30,8,8,6.4,2.4,13.2,6.87,415,0.75,6,1,10,93,0.17,0,57.4,10,9,0.146,0,A,7,0,0.0,13.2,415,0,0.0,5478.0,0.0,2626.95,48.0,10,1,8.5,0.8235294117647058,4.0,2.4000000000000004
72068,BAK_BRE_584,Bread,Bakery,STORE_011,Southwest,SUPPLIER_19,2024-03-16,2024-03-20,4,4,21.2,1.2,7.72,4.74,350,0.5,5,1,3,176,0.28,0,21.6,5,6,0.207,1,C,3,1,0.17,6.41,244,106,30.3,1564.04,502.44,-94.96,-6.1,10,0,4.5,0.6666666666666666,20.0,1.1999999999999993
72069,REA_SOU_239,Soups,Ready_to_Eat,STORE_041,Midwest,SUPPLIER_08,2024-04-06,2024-04-10,4,4,3.3,0.7,13.03,5.51,427,0.9,5,1,4,199,0.26,1,9.8,8,10,0.089,0,A,1,1,0.33,8.73,314,113,26.5,2741.22,622.63,388.45,14.2,9,1,3.0,0.3333333333333333,4.0,-0.7000000000000002
72071,SEA_CRA_243,Crab,Seafood,STORE_008,West,SUPPLIER_12,2024-02-07,2024-02-12,7,5,1.1,1.1,9.03,5.46,296,0.95,2,0,2,61,0.37,1,32.8,9,8,0.184,0,A,4,0,0.0,9.03,252,44,14.9,2275.56,240.24,659.4,29.0,6,0,4.5,0.8888888888888888,0.0,1.1
72072,SEA_CRA_620,Crab,Seafood,STORE_012,Northeast,SUPPLIER_01,2023-08-09,2023-08-13,6,4,1.6,1.6,44.05,26.82,82,0.95,2,0,8,17,0.37,0,71.8,9,8,0.228,0,A,2,1,0.28,31.72,39,43,52.4,1237.08,1153.26,-962.16,-77.8,7,0,4.5,0.4444444444444444,0.0,1.6
72073,BAK_PAS_534,Pastries,Bakery,STORE_018,West,SUPPLIER_20,2024-06-18,2024-06-21,3,3,23.3,3.3,8.92,5.86,467,0.5,1,0,6,224,0.43,4,31.7,5,8,0.195,0,B,2,0,0.0,8.92,397,70,15.0,3541.24,410.2,804.62,22.7,9,0,4.5,0.4444444444444444,20.0,3.3000000000000007
72075,PHA_EYE_654,Eye Drops,Pharmaceuticals,STORE_020,West,SUPPLIER_20,2023-01-25,2024-02-23,543,394,5.8,0.8,482.94,264.15,101,0.85,2,0,1,1,0.19,0,51.4,6,6,0.254,0,B,392,0,0.0,482.94,101,0,0.0,48776.94,0.0,22097.79,45.3,9,0,381.6,1.0272536687631026,5.0,0.7999999999999998
